20:59:47,910  INFO ClassPathXmlApplicationContext:510 - Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@2009d3af: startup date [Mon Nov 14 20:59:47 CST 2016]; root of context hierarchy
20:59:48,031  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
20:59:49,034  INFO PropertySourcesPlaceholderConfigurer:172 - Loading properties file from class path resource [mysql.jdbc.properties]
20:59:49,546  INFO DriverManagerDataSource:133 - Loaded JDBC driver: com.mysql.jdbc.Driver
20:59:49,768 DEBUG BasicTypeRegistry:146 - Adding type registration boolean -> org.hibernate.type.BooleanType@39203412
20:59:49,769 DEBUG BasicTypeRegistry:146 - Adding type registration boolean -> org.hibernate.type.BooleanType@39203412
20:59:49,770 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@39203412
20:59:49,773 DEBUG BasicTypeRegistry:146 - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@46cf260b
20:59:49,777 DEBUG BasicTypeRegistry:146 - Adding type registration true_false -> org.hibernate.type.TrueFalseType@423dca93
20:59:49,779 DEBUG BasicTypeRegistry:146 - Adding type registration yes_no -> org.hibernate.type.YesNoType@147d3bdd
20:59:49,785 DEBUG BasicTypeRegistry:146 - Adding type registration byte -> org.hibernate.type.ByteType@5543d06b
20:59:49,785 DEBUG BasicTypeRegistry:146 - Adding type registration byte -> org.hibernate.type.ByteType@5543d06b
20:59:49,786 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5543d06b
20:59:49,790 DEBUG BasicTypeRegistry:146 - Adding type registration character -> org.hibernate.type.CharacterType@5da3676a
20:59:49,791 DEBUG BasicTypeRegistry:146 - Adding type registration char -> org.hibernate.type.CharacterType@5da3676a
20:59:49,791 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5da3676a
20:59:49,800 DEBUG BasicTypeRegistry:146 - Adding type registration short -> org.hibernate.type.ShortType@12a8ffc2
20:59:49,801 DEBUG BasicTypeRegistry:146 - Adding type registration short -> org.hibernate.type.ShortType@12a8ffc2
20:59:49,801 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@12a8ffc2
20:59:49,805 DEBUG BasicTypeRegistry:146 - Adding type registration integer -> org.hibernate.type.IntegerType@61a6251f
20:59:49,805 DEBUG BasicTypeRegistry:146 - Adding type registration int -> org.hibernate.type.IntegerType@61a6251f
20:59:49,806 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@61a6251f
20:59:49,810 DEBUG BasicTypeRegistry:146 - Adding type registration long -> org.hibernate.type.LongType@70cba08c
20:59:49,811 DEBUG BasicTypeRegistry:146 - Adding type registration long -> org.hibernate.type.LongType@70cba08c
20:59:49,811 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Long -> org.hibernate.type.LongType@70cba08c
20:59:49,816 DEBUG BasicTypeRegistry:146 - Adding type registration float -> org.hibernate.type.FloatType@1e1bd932
